sample_id,method,threshold_policy,threshold_value,precision,recall,f1,iou,tp,fp,fn,tn,gt_changed_pixels,pred_changed_pixels
test_34,B2_SSIM,validation_f1,0.8999999761581421,0.15920358776375068,0.6635323706567017,0.2567937694342247,0.14731118150655054,92866,490450,47091,418169,139957,583316
test_34,B3_CVA,validation_f1,0.4050000011920929,0.24415513396166125,0.5295555063340883,0.3342171836740216,0.20063670989905225,74115,229442,65842,679177,139957,303557
test_35,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.13242021870118278,0.1862646040356677,0.15479368857838122,0.08388963750027613,18988,124404,82953,822231,101941,143392
test_35,B2_SSIM,validation_f1,0.8999999761581421,0.09465957648846264,0.4889396807957544,0.15861165871905883,0.08613699520261023,49843,476707,52098,469928,101941,526550
test_35,B3_CVA,validation_f1,0.4050000011920929,0.1352830716369012,0.1992917471870984,0.16116454792455823,0.08764489924460415,20316,129858,81625,816777,101941,150174
test_36,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.10112077427012714,0.534862662239662,0.17008533062015876,0.0929471376268057,8860,78758,7705,953253,16565,87618
test_36,B2_SSIM,validation_f1,0.8999999761581421,0.018219950190064227,0.4866888016903109,0.035124943633222744,0.017876426045212147,8062,434420,8503,597591,16565,442482
test_36,B3_CVA,validation_f1,0.4050000011920929,0.10069143865262604,0.5547238152731663,0.17044442795667014,0.09316165661276424,9189,82070,7376,949941,16565,91259
test_37,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.23877877981343187,0.27143612490086066,0.2540623023837673,0.14551624764769336,18481,58917,49605,921573,68086,77398
test_37,B2_SSIM,validation_f1,0.8999999761581421,0.06677981403705982,0.4432482448667861,0.11607218406012261,0.061611800132700456,30179,421739,37907,558751,68086,451918
test_37,B3_CVA,validation_f1,0.4050000011920929,0.23812349341739292,0.2829215991540111,0.2585967338116941,0.14849905178926595,19263,61632,48823,918858,68086,80895
test_38,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.15484655991635168,0.24250789786395385,0.18900763789866018,0.10436688848281496,33469,182674,104543,727890,138012,216143
test_38,B2_SSIM,validation_f1,0.8999999761581421,0.13552550706822372,0.524041387705417,0.21535639631484602,0.12067193464854908,72324,461332,65688,449232,138012,533656
test_38,B3_CVA,validation_f1,0.4050000011920929,0.15535893808773943,0.2530577051270904,0.19252289051690397,0.10651470467139794,34925,189877,103087,720687,138012,224802
test_39,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.04002753102617598,0.035505780898233294,0.03763131022071239,0.019176473012798054,1861,44632,50553,951530,52414,46493
test_39,B2_SSIM,validation_f1,0.8999999761581421,0.07673587167545433,0.6900064868164995,0.13811223194117456,0.07417860212120528,36166,435139,16248,561023,52414,471305
test_39,B3_CVA,validation_f1,0.4050000011920929,0.04257167680278019,0.040199183424275954,0.04135142826302413,0.021112224448897796,2107,47386,50307,948776,52414,49493
test_4,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.021491803830489077,0.10469787652701484,0.03566291977937583,0.018155193494270524,1277,58141,10920,978238,12197,59418
test_4,B2_SSIM,validation_f1,0.8999999761581421,0.017144722821919124,0.5553824710994507,0.033262624477049085,0.016912590817167252,6774,388333,5423,648046,12197,395107
test_4,B3_CVA,validation_f1,0.4050000011920929,0.0210224558050645,0.11183077806017873,0.0353918007265179,0.018014686459929208,1364,63519,10833,972860,12197,64883
test_40,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.004277648310055211,0.021907164884456726,0.0071576715976524935,0.0035916898671009088,547,127327,24422,896280,24969,127874
test_40,B2_SSIM,validation_f1,0.8999999761581421,0.024494068673353808,0.47979494573270853,0.04660871053773146,0.023860406662590348,11980,477118,12989,546489,24969,489098
test_40,B3_CVA,validation_f1,0.4050000011920929,0.004466849118934519,0.02398974728663543,0.0075313702315990645,0.0037799191008967056,599,133500,24370,890107,24969,134099
test_41,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.15860387348474292,0.08321453896820698,0.10915751267015406,0.05772956415015874,11383,60387,125408,851398,136791,71770
test_41,B2_SSIM,validation_f1,0.8999999761581421,0.14254227067628283,0.6514829191979005,0.23390657070715024,0.13244291996534255,89117,536080,47674,375705,136791,625197
test_41,B3_CVA,validation_f1,0.4050000011920929,0.16135908700964463,0.09075158453407023,0.11616797286232308,0.06166578080681135,12414,64520,124377,847265,136791,76934
test_42,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.03926695913383615,0.06657628609116224,0.04939849113029294,0.02532474772815967,3634,88912,50950,905080,54584,92546
test_42,B2_SSIM,validation_f1,0.8999999761581421,0.046659086090928364,0.487890224241536,0.08517272975864368,0.044480633361727716,26631,544126,27953,449866,54584,570757
test_42,B3_CVA,validation_f1,0.4050000011920929,0.039772257584525086,0.0705151692803752,0.05085887949260042,0.026092969337879888,3849,92927,50735,901065,54584,96776
test_43,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.08673215411674907,0.15637995512341063,0.11157955406602556,0.05908618194971966,5227,55039,28198,960112,33425,60266
test_43,B2_SSIM,validation_f1,0.8999999761581421,0.03407408560250726,0.5240089753178758,0.06398734500924282,0.033051098526806016,17515,496512,15910,518639,33425,514027
test_43,B3_CVA,validation_f1,0.4050000011920929,0.08641449960598897,0.16403889304412864,0.11319741935483871,0.05999431022408964,5483,57967,27942,957184,33425,63450
test_44,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0789000550106667,0.38328173374613,0.13086171118294046,0.07001178669651043,11761,137301,18924,880590,30685,149062
test_44,B2_SSIM,validation_f1,0.8999999761581421,0.03637993009987155,0.5953397425452175,0.06856971266632884,0.03550203862702648,18268,483877,12417,534014,30685,502145
test_44,B3_CVA,validation_f1,0.4050000011920929,0.07861586213166062,0.3945576014339254,0.13110830756902217,0.07015297253447676,12107,141895,18578,875996,30685,154002
test_45,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.1400693232783353,0.09078144981652456,0.11016377438598995,0.058292762564754845,23923,146871,239600,638182,263523,170794
test_45,B2_SSIM,validation_f1,0.8999999761581421,0.2471246585004964,0.6394849785407726,0.3564872303113253,0.21690566504016487,168519,513400,95004,271653,263523,681919
test_45,B3_CVA,validation_f1,0.4050000011920929,0.1420980872921915,0.09610546328024498,0.11466162009453268,0.060817528204290795,25326,152903,238197,632150,263523,178229
test_46,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0907446961266468,0.16851516994841967,0.11796548475630209,0.06267976692288618,20223,202633,99784,725936,120007,222856
test_46,B2_SSIM,validation_f1,0.8999999761581421,0.11636195901051063,0.6390293899522528,0.19687467107543252,0.10918523960442277,76688,582359,43319,346210,120007,659047
test_46,B3_CVA,validation_f1,0.4050000011920929,0.091851550953735,0.1771146683110152,0.12096877463269715,0.06437826737501438,21255,210151,98752,718418,120007,231406
test_47,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.10016182354284353,0.1288505747126437,0.11270925614572104,0.059720134013661816,10089,90638,68211,879638,78300,100727
test_47,B2_SSIM,validation_f1,0.8999999761581421,0.07746355861231326,0.6060153256704981,0.13736811708322538,0.07374947156392211,47451,565108,30849,405168,78300,612559
test_47,B3_CVA,validation_f1,0.4050000011920929,0.099457436505026,0.1350830140485313,0.11456454748790937,0.06076291147239616,10577,95770,67723,874506,78300,106347
test_48,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.006007180179859951,0.020162252445717014,0.009256469943858689,0.00464975513123865,169,27964,8213,1012230,8382,28133
test_48,B2_SSIM,validation_f1,0.8999999761581421,0.01579003605193695,0.4760200429491768,0.030566163486840846,0.015520279442825857,3990,248701,4392,791493,8382,252691
test_48,B3_CVA,validation_f1,0.4050000011920929,0.006077809317081316,0.0217131949415414,0.009497221280037571,0.0047712675317866035,182,29763,8200,1010431,8382,29945
test_49,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.021833623780622157,0.00861210751702669,0.012352044603346385,0.006214402590664713,1090,48833,125476,873177,126566,49923
test_49,B2_SSIM,validation_f1,0.8999999761581421,0.11924223247458457,0.3461356130398369,0.17737837602563766,0.09732046064440456,43809,323586,82757,598424,126566,367395
test_49,B3_CVA,validation_f1,0.4050000011920929,0.021648178712624266,0.008912346127712023,0.012626488761529506,0.006353354661379714,1128,50978,125438,871032,126566,52106
test_5,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0237991942981097,0.06108813235762011,0.0342536015342759,0.0174252393701502,768,31502,11804,1004502,12572,32270
test_5,B2_SSIM,validation_f1,0.8999999761581421,0.01801979936990021,0.652402163538021,0.0350709157690844,0.01784843842484593,8202,446964,4370,589040,12572,455166
test_5,B3_CVA,validation_f1,0.4050000011920929,0.025746565232201656,0.07214444797963729,0.03794979079497908,0.01934190604141343,907,34321,11665,1001683,12572,35228
test_50,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.02720800135616206,0.010073274441811934,0.014703019615477105,0.0074059547567686046,642,22954,63091,961889,63733,23596
test_50,B2_SSIM,validation_f1,0.8999999761581421,0.07978379201400784,0.3946464155147255,0.13273348549414885,0.07108438161505569,25152,290100,38581,694743,63733,315252
test_50,B3_CVA,validation_f1,0.4050000011920929,0.026952041220768927,0.010669511869831956,0.01528725425176759,0.00770250218048775,680,24550,63053,960293,63733,25230
test_51,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.018460329929300863,0.0067733102752558,0.009910384818133895,0.004979868616232253,47,2499,6892,1039138,6939,2546
test_51,B2_SSIM,validation_f1,0.8999999761581421,0.015350277287309443,0.3558149589277994,0.029430872019215296,0.014935214198434495,2469,158375,4470,883262,6939,160844
test_51,B3_CVA,validation_f1,0.4050000011920929,0.019801980198019802,0.008070327136474997,0.011467185420292823,0.005766656369066008,56,2772,6883,1038865,6939,2828
test_52,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.07680844088104677,0.06104754459526686,0.06802703130774511,0.03521117138289587,2577,30974,39636,975389,42213,33551
test_52,B2_SSIM,validation_f1,0.8999999761581421,0.06541020353268179,0.4320469997394168,0.11361894853568737,0.06023117569352708,18238,260587,23975,745776,42213,278825
test_52,B3_CVA,validation_f1,0.4050000011920929,0.0760136518771331,0.06595124724610901,0.07062584033080495,0.036605569726773084,2784,33841,39429,972522,42213,36625
test_53,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.007526881720430108,0.01979943430187709,0.010907288051561725,0.005483549351944167,231,30459,11436,1006450,11667,30690
test_53,B2_SSIM,validation_f1,0.8999999761581421,0.01501983081196054,0.34439016028113484,0.02878429686940325,0.014602307004600926,4018,263495,7649,773414,11667,267513
test_53,B3_CVA,validation_f1,0.4050000011920929,0.0078025030429761865,0.02142795920116568,0.01143955339983527,0.005752680749229141,250,31791,11417,1005118,11667,32041
test_54,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.4392750792481829,0.44098360655737706,0.44012768483020803,0.28215622557689934,13719,17512,17391,999954,31110,31231
test_54,B2_SSIM,validation_f1,0.8999999761581421,0.07324289016179278,0.5856959177113469,0.13020347642781857,0.06963510456157515,18221,230554,12889,786912,31110,248775
test_54,B3_CVA,validation_f1,0.4050000011920929,0.42739399859580574,0.45004821600771455,0.43842865866069614,0.2807612095933264,14001,18758,17109,998708,31110,32759
test_55,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0515977313598008,0.009678591198450041,0.016299716684995958,0.008216824296539976,1119,20568,114497,912392,115616,21687
test_55,B2_SSIM,validation_f1,0.8999999761581421,0.13486667476830383,0.36475920287849434,0.19692278956830334,0.10921484029025892,42172,270522,73444,662438,115616,312694
test_55,B3_CVA,validation_f1,0.4050000011920929,0.0521447317471927,0.010482978134514254,0.017456556650991294,0.008805131968005114,1212,22031,114404,910929,115616,23243
test_56,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.05434211745806172,0.22308180088776158,0.08739504148656034,0.045694246005974805,1759,30610,6126,1010081,7885,32369
test_56,B2_SSIM,validation_f1,0.8999999761581421,0.015818073231664745,0.4769816106531389,0.030620677302351712,0.015548389763942287,3761,234005,4124,806686,7885,237766
test_56,B3_CVA,validation_f1,0.4050000011920929,0.05319396727420952,0.23170577045022195,0.08652411735454997,0.04521829521829522,1827,32519,6058,1008172,7885,34346
test_57,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.04366940875201124,0.10056361548898862,0.060895258259729176,0.031403800397640236,1927,42200,17235,987214,19162,44127
test_57,B2_SSIM,validation_f1,0.8999999761581421,0.03975435053563258,0.5259889364366976,0.07392168511225036,0.038379376654037275,10079,243453,9083,785961,19162,253532
test_57,B3_CVA,validation_f1,0.4050000011920929,0.04329675059177964,0.10499947813380649,0.06131155533885909,0.03162527507073248,2012,44458,17150,984956,19162,46470
test_58,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,12589,539,1035448,539,12589
test_58,B2_SSIM,validation_f1,0.8999999761581421,0.0013864683282690526,0.3970315398886827,0.002763287020298538,0.001383555090060385,214,154135,325,893902,539,154349
test_58,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,14111,539,1033926,539,14111
test_59,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0014508833319108988,0.2217391304347826,0.0028829032531584747,0.0014435324087178035,51,35100,179,1013246,230,35151
test_59,B2_SSIM,validation_f1,0.8999999761581421,0.00039775155320337927,0.5260869565217391,0.0007949021153593483,0.0003976090878321761,121,304089,109,744257,230,304210
test_59,B3_CVA,validation_f1,0.4050000011920929,0.001445937985326407,0.23478260869565218,0.0028741750053225463,0.0014391556953254091,54,37292,176,1011054,230,37346
test_6,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.007617979154603358,0.17261172611726117,0.01459196228965565,0.007349603714954087,421,54843,2018,991294,2439,55264
test_6,B2_SSIM,validation_f1,0.8999999761581421,0.0035923750282637083,0.6383763837638377,0.0071445451145673924,0.003585079438176376,1557,431861,882,614276,2439,433418
test_6,B3_CVA,validation_f1,0.4050000011920929,0.007653904648548569,0.1898318983189832,0.01471452861070061,0.007411794838957546,463,60029,1976,986108,2439,60492
test_60,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,9560,0,1039016,0,9560
test_60,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,84903,0,963673,0,84903
test_60,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,10251,0,1038325,0,10251
test_61,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.00013144058885383806,0.005405405405405406,0.0002566405748748877,0.00012833675564681725,1,7607,184,1040784,185,7608
test_61,B2_SSIM,validation_f1,0.8999999761581421,0.0008921743563599286,0.6054054054054054,0.0017817230216113458,0.0008916558526857152,112,125424,73,922967,185,125536
test_61,B3_CVA,validation_f1,0.4050000011920929,0.00012190661952944045,0.005405405405405406,0.0002384358607534573,0.0001192321449862883,1,8202,184,1040189,185,8203
test_62,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,34951,0,1013625,0,34951
test_62,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,308758,0,739818,0,308758
test_62,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,37270,0,1011306,0,37270
test_63,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0020991441950589376,0.04961832061068702,0.004027885360185902,0.0020180068301769638,13,6180,249,1042134,262,6193
test_63,B2_SSIM,validation_f1,0.8999999761581421,0.0001991799615242611,0.15648854961832062,0.0003978535316778745,0.0001989663455705724,41,205803,221,842511,262,205844
test_63,B3_CVA,validation_f1,0.4050000011920929,0.0021726535341830824,0.05725190839694656,0.004186435947530003,0.0020976087260523003,15,6889,247,1041425,262,6904
test_64,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,9391,0,1039185,0,9391
test_64,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,130495,0,918081,0,130495
test_64,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,10757,0,1037819,0,10757
test_65,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,2273,0,1046303,0,2273
test_65,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,132101,0,916475,0,132101
test_65,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,2442,0,1046134,0,2442
test_66,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,9357,0,1039219,0,9357
test_66,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,144938,0,903638,0,144938
test_66,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,10229,0,1038347,0,10229
test_67,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.019519760414995455,0.013887831976257514,0.01622907449812143,0.008180921642460103,730,36668,51834,959344,52564,37398
test_67,B2_SSIM,validation_f1,0.8999999761581421,0.08321524441525824,0.41224031656647137,0.1384773182601027,0.07438927261991404,21669,238728,30895,757284,52564,260397
test_67,B3_CVA,validation_f1,0.4050000011920929,0.019819594086695064,0.01504832204550643,0.01710751130047365,0.008627553635897603,791,39119,51773,956893,52564,39910
test_68,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.04150520089740975,0.013060360042357924,0.01986868119797896,0.010034021991026083,1221,28197,92268,926890,93489,29418
test_68,B2_SSIM,validation_f1,0.8999999761581421,0.09905177985584436,0.3885055995892565,0.1578569938458329,0.08569204091021694,36321,330366,57168,624721,93489,366687
test_68,B3_CVA,validation_f1,0.4050000011920929,0.04268920140946085,0.014643433986886157,0.021806655091670783,0.011023520601663594,1369,30700,92120,924387,93489,32069
test_69,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.021149005478505505,0.006324069837802736,0.009736644777204663,0.004892138897927263,857,39665,134657,873397,135514,40522
test_69,B2_SSIM,validation_f1,0.8999999761581421,0.13939925065796224,0.37092108564428766,0.20264182206302397,0.1127442624127474,50265,310318,85249,602744,135514,360583
test_69,B3_CVA,validation_f1,0.4050000011920929,0.022044225371397275,0.007128414776333073,0.010773134078679567,0.005415739282050132,966,42855,134548,870207,135514,43821
test_7,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.15901349386713973,0.2661249945100795,0.19907614266565038,0.11054112135552158,30297,160234,83548,774497,113845,190531
test_7,B2_SSIM,validation_f1,0.8999999761581421,0.12465351760267412,0.5601387851903904,0.2039253935386903,0.11353948928684617,63769,447801,50076,486930,113845,511570
test_7,B3_CVA,validation_f1,0.4050000011920929,0.16068560244745048,0.2855812727831701,0.20565630752297756,0.11461366536701614,32512,169821,81333,764910,113845,202333
test_70,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.014475378535589006,0.0017464441646800417,0.003116843383400419,0.0015608541606817964,326,22195,186339,839716,186665,22521
test_70,B2_SSIM,validation_f1,0.8999999761581421,0.15263978679630702,0.3350601344654863,0.2097335072617343,0.11715211568359338,62544,347205,124121,514706,186665,409749
test_70,B3_CVA,validation_f1,0.4050000011920929,0.015031364658539471,0.0020410896525861837,0.0035941361809708884,0.0018003033582036658,381,24966,186284,836945,186665,25347
test_71,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.3253226286507979,0.5775995230481559,0.4162179315058462,0.26280000246598484,42628,88405,31174,886369,73802,131033
test_71,B2_SSIM,validation_f1,0.8999999761581421,0.09982897469389289,0.575783854096095,0.17015636574769255,0.09298956619165996,42494,383174,31308,591600,73802,425668
test_71,B3_CVA,validation_f1,0.4050000011920929,0.3189359246708761,0.587910896723666,0.4135337987562248,0.2606634786369972,43389,92654,30413,882120,73802,136043
test_72,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.05430655590583795,0.024142481560668214,0.03342539480206784,0.016996759092545912,2360,41097,95393,909726,97753,43457
test_72,B2_SSIM,validation_f1,0.8999999761581421,0.11490817440759545,0.35632666005135394,0.1737768221072535,0.0951563993989892,34832,268297,62921,682526,97753,303129
test_72,B3_CVA,validation_f1,0.4050000011920929,0.053670137549813604,0.025625811995539777,0.034688804724878314,0.01765054043770522,2505,44169,95248,906654,97753,46674
test_73,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.02010674519186528,0.010214814987961946,0.013547237076648842,0.0068198133524766695,437,21297,42344,984498,42781,21734
test_73,B2_SSIM,validation_f1,0.8999999761581421,0.05558185705558949,0.3402912507889016,0.09555597126363222,0.05017525840706134,14558,247362,28223,758433,42781,261920
test_73,B3_CVA,validation_f1,0.4050000011920929,0.02047983751533872,0.01131343353357799,0.014575240160207186,0.007341119369027756,484,23149,42297,982646,42781,23633
test_74,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.08758365200764819,0.15240650051467608,0.1112405468681817,0.0588960900678643,14658,152702,81519,799697,96177,167360
test_74,B2_SSIM,validation_f1,0.8999999761581421,0.113768654916724,0.46598459091050876,0.1828862209961886,0.10064654349627547,44817,349114,51360,603285,96177,393931
test_74,B3_CVA,validation_f1,0.4050000011920929,0.08906608923794303,0.16166027220645268,0.11485388411192861,0.06092571983886895,15548,159019,80629,793380,96177,174567
test_75,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.1037648272305312,0.013211462191054027,0.023438683146748057,0.011858313196204397,1006,8689,75140,963741,76146,9695
test_75,B2_SSIM,validation_f1,0.8999999761581421,0.08645116374740906,0.3587713077508996,0.13932898296829538,0.07488104113674239,27319,288686,48827,683744,76146,316005
test_75,B3_CVA,validation_f1,0.4050000011920929,0.09953077061902184,0.014485330811861425,0.02529004448112991,0.012806966618287372,1103,9979,75043,962451,76146,11082
test_76,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.053946015913503634,0.31358807907937447,0.09205582684582653,0.04824870042902867,4251,74550,9305,960470,13556,78801
test_76,B2_SSIM,validation_f1,0.8999999761581421,0.02125563420182493,0.741664207730894,0.04132686616244657,0.021099419524622985,10054,462950,3502,572070,13556,473004
test_76,B3_CVA,validation_f1,0.4050000011920929,0.0529741111164282,0.3266450280318678,0.09116363336901918,0.047758747141809395,4428,79160,9128,955860,13556,83588
test_77,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.3064274864710333,0.33703247281227766,0.32100214477374,0.1911867509386914,53057,120090,104367,771062,157424,173147
test_77,B2_SSIM,validation_f1,0.8999999761581421,0.18094922548558562,0.6452764508588271,0.28264014869061,0.16457829060992246,101582,459802,55842,431350,157424,561384
test_77,B3_CVA,validation_f1,0.4050000011920929,0.30308941287301544,0.3474311413761561,0.3237490344176466,0.19313876088069637,54694,125761,102730,765391,157424,180455
test_78,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.060656971586785305,0.3157600139933532,0.10176504743811624,0.053610353818831925,9026,139778,19559,880213,28585,148804
test_78,B2_SSIM,validation_f1,0.8999999761581421,0.03512143628422698,0.6099002973587546,0.06641814784266739,0.034349798933292354,17434,478958,11151,541033,28585,496392
test_78,B3_CVA,validation_f1,0.4050000011920929,0.06229274016631804,0.3417176841000525,0.10537614688796233,0.05561850533807829,9768,147040,18817,872951,28585,156808
test_79,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.10877474625477296,0.500656032041986,0.17871999506979325,0.09812878557168477,14500,118803,14462,900811,28962,133303
test_79,B2_SSIM,validation_f1,0.8999999761581421,0.04415228310615489,0.6149091913541882,0.08238880818660424,0.04296429252099482,17809,385545,11153,634069,28962,403354
test_79,B3_CVA,validation_f1,0.4050000011920929,0.10847968460972596,0.5244458255645328,0.17977381804839654,0.09876454906040705,15189,124828,13773,894786,28962,140017
test_8,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.06256733445842856,0.11778567157879928,0.08172345634827027,0.04260254165058877,10047,150532,75252,812745,85299,160579
test_8,B2_SSIM,validation_f1,0.8999999761581421,0.0945427462689585,0.657780278784042,0.1653235430177705,0.09011046192291755,56108,537359,29191,425918,85299,593467
test_8,B3_CVA,validation_f1,0.4050000011920929,0.0642468921314285,0.1283250682891945,0.08562499755547125,0.04472739011224752,10946,159428,74353,803849,85299,170374
test_80,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.32361671928631247,0.39303313914621335,0.3549630089636688,0.21577813197990836,82309,172032,127111,667124,209420,254341
test_80,B2_SSIM,validation_f1,0.8999999761581421,0.256321655138623,0.6195158055582084,0.3626136670127743,0.22145883332935043,129739,376418,79681,462738,209420,506157
test_80,B3_CVA,validation_f1,0.4050000011920929,0.3268944355049957,0.41713303409416486,0.36654148746459664,0.22439595781080623,87356,179874,122064,659282,209420,267230
test_81,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.025993360229861102,0.18990646073526213,0.04572775486152033,0.023398866240501748,1746,65425,7448,973957,9194,67171
test_81,B2_SSIM,validation_f1,0.8999999761581421,0.011728218860298949,0.5630846204046117,0.022977843269538046,0.01162245106425013,5177,436237,4017,603145,9194,441414
test_81,B3_CVA,validation_f1,0.4050000011920929,0.02538021758436945,0.19893408744833588,0.045017106008023826,0.023026854171650152,1829,70235,7365,969147,9194,72064
test_82,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.12229725225987396,0.4453240230764922,0.19189521871002518,0.1061305852933586,23852,171181,29709,823834,53561,195033
test_82,B2_SSIM,validation_f1,0.8999999761581421,0.06121035867608365,0.6931909411698811,0.11248778640409013,0.05959579259611202,37128,569436,16433,425579,53561,606564
test_82,B3_CVA,validation_f1,0.4050000011920929,0.12027037679331547,0.4557793917215885,0.19031952505876346,0.10516747442110931,24412,178564,29149,816451,53561,202976
test_83,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.1048536038809131,0.08503924427313216,0.09391265990295544,0.049269861840735,4258,36351,45813,962154,50071,40609
test_83,B2_SSIM,validation_f1,0.8999999761581421,0.08383013198113726,0.5187034411136187,0.14433379273551772,0.07778004048922484,25972,283845,24099,714660,50071,309817
test_83,B3_CVA,validation_f1,0.4050000011920929,0.10647791619479048,0.0938866809131034,0.09978667176107238,0.05251340482573726,4701,39449,45370,959056,50071,44150
test_84,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.1012766184270142,0.15015015015015015,0.12096324945486957,0.06437513764420878,7600,67442,43016,930518,50616,75042
test_84,B2_SSIM,validation_f1,0.8999999761581421,0.07161511049023228,0.6360439386755177,0.12873531963899407,0.06879589028215846,32194,417348,18422,580612,50616,449542
test_84,B3_CVA,validation_f1,0.4050000011920929,0.10456048566210947,0.16741741741741742,0.12872550508886527,0.06879028461026415,8474,72570,42142,925390,50616,81044
test_85,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.028574897802242278,0.028892390170039493,0.028732766953248206,0.014575784790395672,1412,48002,47459,951703,48871,49414
test_85,B2_SSIM,validation_f1,0.8999999761581421,0.06351976858569502,0.5562603589040536,0.11401956178908164,0.0604563862270189,27185,400792,21686,598913,48871,427977
test_85,B3_CVA,validation_f1,0.4050000011920929,0.029169379592596037,0.032084467270978696,0.030557558513437142,0.015515842387539829,1568,52187,47303,947518,48871,53755
test_86,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.009340015620932049,0.13081130355515042,0.01743514974788895,0.008794239313620346,287,30441,1907,1015941,2194,30728
test_86,B2_SSIM,validation_f1,0.8999999761581421,0.0044808199050406184,0.5045578851412944,0.008882754857631184,0.004461191262996695,1107,245946,1087,800436,2194,247053
test_86,B3_CVA,validation_f1,0.4050000011920929,0.00942446701436545,0.14083865086599817,0.017666733369543466,0.008912090447623443,309,32478,1885,1013904,2194,32787
test_87,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.047816519972918074,0.030486982328342103,0.037234130187653425,0.01897023519734081,3390,67506,107805,869875,111195,70896
