sample_id,method,threshold_policy,threshold_value,precision,recall,f1,iou,tp,fp,fn,tn,gt_changed_pixels,pred_changed_pixels
test_87,B2_SSIM,validation_f1,0.8999999761581421,0.14943360743304418,0.5774000629524709,0.2374215115634083,0.134701242027526,64204,365445,46991,571936,111195,429649
test_87,B3_CVA,validation_f1,0.4050000011920929,0.04806703881537,0.0332209182067539,0.039288259255714025,0.020037753862176707,3694,73157,107501,864224,111195,76851
test_88,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.004901960784313725,0.05759162303664921,0.009034907597535934,0.004537953795379538,33,6699,540,1041304,573,6732
test_88,B2_SSIM,validation_f1,0.8999999761581421,0.003088607950357647,0.7678883071553229,0.006152469377481962,0.0030857271095152605,440,142019,133,905984,573,142459
test_88,B3_CVA,validation_f1,0.4050000011920929,0.004642525533890436,0.06108202443280977,0.008629191321499015,0.004333292063885106,35,7504,538,1040499,573,7539
test_89,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.598622151563328,0.3913796687686231,0.4733093103159306,0.31002305412229664,22592,15148,35132,975704,57724,37740
test_89,B2_SSIM,validation_f1,0.8999999761581421,0.08308707202770066,0.2893250640981221,0.12909983380357903,0.06900412760454326,16701,184305,41023,806547,57724,201006
test_89,B3_CVA,validation_f1,0.4050000011920929,0.6162045389801538,0.4496743122444737,0.5199302940469513,0.3512877075692574,25957,16167,31767,974685,57724,42124
test_9,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.07021985502227211,0.6705439616832022,0.12712688906665515,0.06787800429432272,5880,77857,2889,961950,8769,83737
test_9,B2_SSIM,validation_f1,0.8999999761581421,0.010669731489359902,0.574866005245752,0.020950611665596485,0.010586199510275396,5041,467417,3728,572390,8769,472458
test_9,B3_CVA,validation_f1,0.4050000011920929,0.0678697886921759,0.6776143231839434,0.12338167962707254,0.06574681611471946,5942,81608,2827,958199,8769,87550
test_90,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0,0.0,0.0,0.0,0,23096,0,1025480,0,23096
test_90,B2_SSIM,validation_f1,0.8999999761581421,0.0,0.0,0.0,0.0,0,184542,0,864034,0,184542
test_90,B3_CVA,validation_f1,0.4050000011920929,0.0,0.0,0.0,0.0,0,25259,0,1023317,0,25259
test_91,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.01801065221453934,0.0802874101843174,0.029421304687947188,0.014930286599535244,771,42037,8832,996936,9603,42808
test_91,B2_SSIM,validation_f1,0.8999999761581421,0.010499307529703331,0.37498698323440594,0.02042668572627901,0.01031873160695404,3601,339374,6002,699599,9603,342975
test_91,B3_CVA,validation_f1,0.4050000011920929,0.018446327068406036,0.0882016036655212,0.030511527377521615,0.015492107621677976,847,45070,8756,993903,9603,45917
test_92,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.02790367230946373,0.011551138380406674,0.01633865044755566,0.008236612792421449,1139,39680,97466,910291,98605,40819
test_92,B2_SSIM,validation_f1,0.8999999761581421,0.09268890875091895,0.30814867400233253,0.1425114088860331,0.07672262945128865,30385,297432,68220,652539,98605,327817
test_92,B3_CVA,validation_f1,0.4050000011920929,0.030086122662303726,0.013427310988286598,0.018567862451967575,0.0093709302983976,1324,42683,97281,907288,98605,44007
test_93,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0018203538312759544,0.006853715999143285,0.002876663070837828,0.0014404033129276198,32,17547,4637,1026360,4669,17579
test_93,B2_SSIM,validation_f1,0.8999999761581421,0.007628711791526885,0.31462840008567144,0.014896238420937884,0.00750400997129167,1469,191093,3200,852814,4669,192562
test_93,B3_CVA,validation_f1,0.4050000011920929,0.0017588743204349215,0.007067894624116514,0.0028167811873159487,0.0014103769552953245,33,18729,4636,1025178,4669,18762
test_94,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0008606345745596419,0.16042780748663102,0.0017120844628334998,0.000856775667571041,90,104484,471,943531,561,104574
test_94,B2_SSIM,validation_f1,0.8999999761581421,0.0006522652183927178,0.6007130124777184,0.0013031154900603609,0.0006519825493098078,337,516324,224,531691,561,516661
test_94,B3_CVA,validation_f1,0.4050000011920929,0.000854805226523385,0.1746880570409982,0.0017012855121650594,0.0008513669652242657,98,114548,463,933467,561,114646
test_95,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.00012391354375033191,0.056,0.0002472799208704253,0.00012365524916532706,7,56484,118,991967,125,56491
test_95,B2_SSIM,validation_f1,0.8999999761581421,0.0003121443052582127,0.792,0.0006240426618256084,0.00031211871861078796,99,317062,26,731389,125,317161
test_95,B3_CVA,validation_f1,0.4050000011920929,0.00011051468266498263,0.056,0.00022059402820452217,0.00011030918087553973,7,63333,118,985118,125,63340
test_96,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.0020094941316946735,0.18253968253968253,0.003975226847184214,0.0019915718986318765,276,137072,1236,909992,1512,137348
test_96,B2_SSIM,validation_f1,0.8999999761581421,0.0029544660147110976,0.7658730158730159,0.005886225064237625,0.0029518000117256305,1158,390791,354,656273,1512,391949
test_96,B3_CVA,validation_f1,0.4050000011920929,0.0021709755300958686,0.22420634920634921,0.004300311423732899,0.002154788843405965,339,155812,1173,891252,1512,156151
test_97,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.002720698167657592,0.24244771494965142,0.005381011733356256,0.0026977642171312336,313,114731,978,932554,1291,115044
test_97,B2_SSIM,validation_f1,0.8999999761581421,0.0026082873984941486,0.8133230054221534,0.005199898973391374,0.002606726844817827,1050,401513,241,645772,1291,402563
test_97,B3_CVA,validation_f1,0.4050000011920929,0.002627765125575321,0.25561580170410536,0.005202052446146934,0.0026078092031957515,330,125252,961,922033,1291,125582
test_98,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.00048166827222757407,0.06589147286821706,0.0009563456345634563,0.0004784015759110736,34,70554,482,977506,516,70588
test_98,B2_SSIM,validation_f1,0.8999999761581421,0.0004033417380098912,0.37790697674418605,0.0008058234172285047,0.0004030741118933735,195,483266,321,564794,516,483461
test_98,B3_CVA,validation_f1,0.4050000011920929,0.00048267585055312046,0.07170542635658915,0.0009588970092779765,0.00047967848577169895,37,76619,479,971441,516,76656
test_99,B1_Pixel_Diff,validation_f1,0.4099999964237213,0.00048475381911949856,0.3,0.0009679435903985373,0.0004842061373127904,72,148457,168,899879,240,148529
test_99,B2_SSIM,validation_f1,0.8999999761581421,0.00030650979652465044,0.7041666666666667,0.0006127528738653648,0.0003064703322210939,169,551200,71,497136,240,551369
test_99,B3_CVA,validation_f1,0.4050000011920929,0.00048216007714561236,0.32083333333333336,0.0009628731133314159,0.0004816684494654731,77,159621,163,888715,240,159698
